keyword_or_keyphrase,methods_found,method_count,method_agreement_score,total_frequency,document_frequency,tfidf_score_normalized,yake_score_normalized,frequency_score_normalized,document_frequency_score,composite_score,category,review_label,review_reason,example_article_number,example_article_title,example_url,example_context
senior food safety officers,yake,1,0.333333,1,1,0.0,0.089707,0.007194,0.090909,0.070476,enforcement/evidence,drop,weak domain term below threshold,7,"Fake ghee racket exposed in Surat:  Accused used syringes to turn 1kg ghee into 15kg toxic mix, sold it as branded product - Surat News",https://www.bhaskarenglish.in/local/gujarat/surat/news/surat-fake-ghee-racket-exposed-sabka-foods-vidur-ghee-137710503.html,"...gation to trace the 'white collar' traders involved in this scam. Samples sent to laboratory During the raid, Senior Food Safety Officers Tushar Nagar and Chetankumar Parmar from the city Food and Drugs Department were called to the spot to confir..."
fda food safety,yake,1,0.333333,1,1,0.0,0.089706,0.007194,0.090909,0.070475,enforcement/evidence,drop,weak domain term below threshold,6,"FDA J&K Seizes 1,092 kg Suspected Fake Verka Ghee",https://www.knskashmir.com/fda-jandk-seizes-1-092-kg-suspected-fake-verka-ghee-205042,"...said on Thursday. An official told news agency Kashmir News Service (KNS), acting on a specific complaint, FDA food safety teams conducted inspections at multiple locations and seized 91 cases of the product – 55 from Jammu and 36 f..."
food safety officers tushar,yake,1,0.333333,1,1,0.0,0.089706,0.007194,0.090909,0.070475,enforcement/evidence,drop,weak domain term below threshold,7,"Fake ghee racket exposed in Surat:  Accused used syringes to turn 1kg ghee into 15kg toxic mix, sold it as branded product - Surat News",https://www.bhaskarenglish.in/local/gujarat/surat/news/surat-fake-ghee-racket-exposed-sabka-foods-vidur-ghee-137710503.html,"...to trace the 'white collar' traders involved in this scam. Samples sent to laboratory During the raid, Senior Food Safety Officers Tushar Nagar and Chetankumar Parmar from the city Food and Drugs Department were called to the spot to confirm wheth..."
cricket food tech education,yake,1,0.333333,1,1,0.0,0.089665,0.007194,0.090909,0.070465,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...essals Privacy Policy Terms & Conditions Partner Content Archives NDTV Group Sites News Hindi Business Movies Cricket Food Tech Education Health Lifestyle MPCG Rajasthan Marathi This website follows the DNPA Code of Ethics Edition Search for News,..."
sports movies food education,yake,1,0.333333,1,1,0.0,0.089664,0.007194,0.090909,0.070465,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,...er?utmsource=weathericon&utmmedium=desktop&utmcampaign=weatherpage)34° C Our Network NDTV हिन्दी World Profit Sports Movies Food Education Lifestyle Health Tech Games Shopping Rajasthan MPCG Marathi Get App for Better Experience Get it on Google Pl...
adulterated food products,yake,1,0.333333,1,1,0.0,0.089657,0.007194,0.090909,0.070463,adulteration/fraud,drop,weak domain term below threshold,4,"Major crackdown on adulterated ghee and oil in Pokaran; over 14,000kg seized",https://timesofindia.indiatimes.com/city/jaipur/major-crackdown-on-adulterated-ghee-and-oil-in-pokaran-over-14000kg-seized/articleshow/131486941.cms,...and officials are exploring possible links to a wider network involved in the production and distribution of adulterated food products across the region.
movies food education lifestyle,yake,1,0.333333,1,1,0.0,0.089647,0.007194,0.090909,0.07046,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,...ource=weathericon&utmmedium=desktop&utmcampaign=weatherpage)34° C Our Network NDTV हिन्दी World Profit Sports Movies Food Education Lifestyle Health Tech Games Shopping Rajasthan MPCG Marathi Get App for Better Experience Get it on Google PlayDownload...
suspected adulterated ghee worth,yake,1,0.333333,1,1,0.0,0.089643,0.007194,0.090909,0.07046,incident/action phrase,drop,"context fragment around ghee, not a reusable discovery keyword",8,"Jalna Factory Raided For Making Fake Ghee, Rs 13 Lakh Stock Seized",https://www.rediff.com/news/report/fda-seizes-adulterated-ghee-worth-rs-13-lakh-in-jalna/20260604.htm,"...ards Act will be initiated after test reports are received. The Food and Drug Administration (FDA) has seized suspected adulterated ghee worth over Rs 13 lakh after raiding a factory in Jalna district of central Maharashtra, officials said on Thursday...."
food safety teams conducted,yake,1,0.333333,1,1,0.0,0.089637,0.007194,0.090909,0.070458,enforcement/evidence,drop,non-ghee food context without ghee/adulterant signal,6,"FDA J&K Seizes 1,092 kg Suspected Fake Verka Ghee",https://www.knskashmir.com/fda-jandk-seizes-1-092-kg-suspected-fake-verka-ghee-205042,"...d on Thursday. An official told news agency Kashmir News Service (KNS), acting on a specific complaint, FDA food safety teams conducted inspections at multiple locations and seized 91 cases of the product – 55 from Jammu and 36 from Srinagar – b..."
food safety department,yake,1,0.333333,1,1,0.0,0.089613,0.007194,0.090909,0.070452,enforcement/evidence,drop,weak domain term below threshold,4,"Major crackdown on adulterated ghee and oil in Pokaran; over 14,000kg seized",https://timesofindia.indiatimes.com/city/jaipur/major-crackdown-on-adulterated-ghee-and-oil-in-pokaran-over-14000kg-seized/articleshow/131486941.cms,"...as the largest crackdown on the fake ghee and oil trade in Jaisalmer district so far. A special team from the Food Safety Department headquarters in Jaipur conducted a surprise raid at a residential property in Lodha Colony, Pokaran, where ad..."
gidc area,phrase_frequency,1,0.333333,6,2,0.0,0.0,0.043165,0.181818,0.067081,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...zed 2,029 kilograms of adulterated ghee and arrested two men after raiding a manufacturing unit in the Sachin GIDC area as part of a targeted crackdown on food adulteration. Indo Asian Service News Food News Apr 17, 2026 16:07 pm..."
sachin gidc area,phrase_frequency,1,0.333333,6,2,0.0,0.0,0.043165,0.181818,0.067081,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...ave seized 2,029 kilograms of adulterated ghee and arrested two men after raiding a manufacturing unit in the Sachin GIDC area as part of a targeted crackdown on food adulteration. Indo Asian Service News Food News Apr 17, 2026 16:07 pm..."
factory operating,phrase_frequency,1,0.333333,5,2,0.0,0.0,0.035971,0.181818,0.066002,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...ooktwitterinstagramlinkedinyoutubewhatsappthreadssnapchat 2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years facebook;) twitter;) WhatsApp;) Settings Change Font Size A A Focus on Story - [x] Edition Search..."
sabka foods,phrase_frequency,1,0.333333,5,2,0.0,0.0,0.035971,0.181818,0.066002,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...ence to identify those involved.​ Subsequently, a raid was carried out at a factory operating under the name ‘Sabka Foods' in the Sachin GIDC area, as well as at a godown in Talangpor of Choryasi taluka.​ Police recovered adulterat..."
crackdown,phrase_frequency,1,0.333333,4,2,0.0,0.0,0.028777,0.181818,0.064923,enforcement/evidence,drop,weak domain term below threshold,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...ed ghee and arrested two men after raiding a manufacturing unit in the Sachin GIDC area as part of a targeted crackdown on food adulteration. Indo Asian Service News Food News Apr 17, 2026 16:07 pm IST Published On Apr 17, 2026 1..."
large scale,phrase_frequency,1,0.333333,4,2,0.0,0.0,0.028777,0.181818,0.064923,other_candidate,drop,outside ghee/adulteration domain,4,"Major crackdown on adulterated ghee and oil in Pokaran; over 14,000kg seized",https://timesofindia.indiatimes.com/city/jaipur/major-crackdown-on-adulterated-ghee-and-oil-in-pokaran-over-14000kg-seized/articleshow/131486941.cms,"...l property in Lodha Colony, Pokaran, where adulterated ghee and oil were being manufactured and packaged on a large scale. During the operation, officials collected 13 samples for testing and seized over 14,000 kilograms of suspec..."
seize,phrase_frequency,1,0.333333,4,2,0.0,0.0,0.028777,0.181818,0.064923,other_candidate,drop,low score or outside ghee/adulteration scope,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...nmentEdugraphStatesLife × ""Clear search box"") Web Image Sort by Relevance Date Home India Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour Udaipur authorities seize 18,000 litres of su..."
fssai licence,phrase_frequency,1,0.333333,3,2,0.0,0.0,0.021583,0.181818,0.063843,enforcement/evidence,drop,weak domain term below threshold,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,"...cials observed digital and print advertisements promoting premium cow ghee and regular ghee lacking mandatory FSSAI licence details and prescribed labelling information. Subsequently, officials conducted a decoy operation posing as c..."
officials added,phrase_frequency,1,0.333333,3,2,0.0,0.0,0.021583,0.181818,0.063843,other_candidate,drop,outside ghee/adulteration domain,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...tter and other dairy products of various brands was found. Detailed investigation into the stock is underway, officials added. PTI AG NB NB Except for the headline, this story has not been edited by The Telegraph Online staff and has b..."
raiding,phrase_frequency,1,0.333333,3,2,0.0,0.0,0.021583,0.181818,0.063843,other_candidate,drop,low score or outside ghee/adulteration scope,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...ing For 2 Years Officials in Surat have seized 2,029 kilograms of adulterated ghee and arrested two men after raiding a manufacturing unit in the Sachin GIDC area as part of a targeted crackdown on food adulteration. Indo Asian..."
safety commissioner,phrase_frequency,1,0.333333,3,2,0.0,0.0,0.021583,0.181818,0.063843,other_candidate,drop,outside ghee/adulteration domain,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...ow food colour Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour Food Safety Commissioner Dr T Shubhamangala said the team inspected Shri Madhur Dairy Farm and Food Products, where ghee was being man..."
seizing,phrase_frequency,1,0.333333,3,2,0.0,0.0,0.021583,0.181818,0.063843,other_candidate,drop,low score or outside ghee/adulteration scope,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,"...ed an alleged inter-state network involved in the manufacture and distribution of suspected counterfeit ghee, seizing more than 6,500 litres of suspected adulterated products and related raw materials during coordinated operati..."
case registered,phrase_frequency,1,0.333333,2,2,0.0,0.0,0.014388,0.181818,0.062764,other_candidate,drop,outside ghee/adulteration domain,5,"Hyderabad fake ghee raid: How 3,000 kg of cow & buffalo cream were mixed with cheap substances and supplied to public",https://economictimes.indiatimes.com/news/new-updates/hyderabad-fake-ghee-raid-how-3000-kg-of-cow-buffalo-cream-were-mixed-with-cheap-substances-and-supplied-to-public/articleshow/129141501.cms?from=mdr,"...serious health risk, as they contain cheap oils and low-quality substances instead of pure dairy ingredients. Case Registered Under Bharatiya Nyaya Sanhita Following the raid, police registered a case under the Bharatiya Nyaya Sanhita..."
food colour,phrase_frequency,1,0.333333,4,1,0.0,0.0,0.028777,0.090909,0.051286,other_candidate,drop,outside ghee/adulteration domain,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...rt by Relevance Date Home India Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour Food Safety Commiss..."
udaipur fresh,phrase_frequency,1,0.333333,4,1,0.0,0.0,0.028777,0.090909,0.051286,other_candidate,drop,outside ghee/adulteration domain,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...Dairy Farm and Food Products, where ghee was being manufactured and stored under multiple brands, including 'Udaipur Fresh Desi Ghee', 'Udaipur Fresh Cow Ghee', 'Madhya Desi Ghee' and 'Jayant Cow Ghee' PTI Published 30.05.26, 11:40..."
web stories,phrase_frequency,1,0.333333,4,1,0.0,0.0,0.028777,0.090909,0.051286,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,...ata Lucknow Noida Patna Pune Srinagar Thiruvananthapuram Education Education Exams School Campus Study Abroad Web Stories Latest [](https://www.ndtv.com/education/nbems-recruitment-2026-registration-starts-july-7-for-53-vacancies-1...
yellow food,phrase_frequency,1,0.333333,4,1,0.0,0.0,0.028777,0.090909,0.051286,other_candidate,drop,outside ghee/adulteration domain,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...mage Sort by Relevance Date Home India Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour Food Safety..."
yellow food colour,phrase_frequency,1,0.333333,4,1,0.0,0.0,0.028777,0.090909,0.051286,other_candidate,drop,outside ghee/adulteration domain,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...mage Sort by Relevance Date Home India Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour Food Safety Commiss..."
arrested two,phrase_frequency,1,0.333333,3,1,0.0,0.0,0.021583,0.090909,0.050207,enforcement/evidence,drop,weak domain term below threshold,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...In Surat Factory Operating For 2 Years Officials in Surat have seized 2,029 kilograms of adulterated ghee and arrested two men after raiding a manufacturing unit in the Sachin GIDC area as part of a targeted crackdown on food adulte..."
lakh seized,phrase_frequency,1,0.333333,3,1,0.0,0.0,0.021583,0.090909,0.050207,enforcement/evidence,drop,weak domain term below threshold,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...n the App Store facebooktwitterinstagramlinkedinyoutubewhatsappthreadssnapchat 2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years facebook;) twitter;) WhatsApp;) Settings Change Font Size A A Focus on..."
movies cricket,phrase_frequency,1,0.333333,3,1,0.0,0.0,0.021583,0.090909,0.050207,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,...ttps://www.ndtv.com/spotlight?pfrom=home-ndtvnavwap) Beeps Latest Video Podcast Lifestyle News Updates Profit Movies Cricket Cities Notifications Opinion Featured Web Stories Trends Feature Offbeat Science South Education Tech Food Sp...
surat factory,phrase_frequency,1,0.333333,3,1,0.0,0.0,0.021583,0.090909,0.050207,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...facebooktwitterinstagramlinkedinyoutubewhatsappthreadssnapchat 2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years facebook;) twitter;) WhatsApp;) Settings Change Font Size A A Focus on Story - [x] Edit..."
trends feature,phrase_frequency,1,0.333333,3,1,0.0,0.0,0.021583,0.090909,0.050207,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...ies Health Cricket Weather Travel Live blogs Podcast Auto Lifestyle Entertainment Offbeat Web Stories Science Trends Feature TV Schedule Gold₹14011/gSilver₹220.86/g June 30,2026 10:11 am IST Delhi[](https://www.ndtv.com/weather?utmsou..."
two men,phrase_frequency,1,0.333333,3,1,0.0,0.0,0.021583,0.090909,0.050207,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...Factory Operating For 2 Years Officials in Surat have seized 2,029 kilograms of adulterated ghee and arrested two men after raiding a manufacturing unit in the Sachin GIDC area as part of a targeted crackdown on food adulterati..."
facebook twitter,phrase_frequency,1,0.333333,2,1,0.0,0.0,0.014388,0.090909,0.049128,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,...atured Web Stories Trends Feature Offbeat Science South Education Tech Food Sports Health TV Schedule Toolbox Facebook Twitter Instagram LinkedIn YouTube Trending Links Iran War FIFA World Cup 2026 Gold Price Silver Price homeFood News2...
operation in the sachin,yake,1,0.333333,2,1,0.0,0.0,0.014388,0.090909,0.049128,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...rtificial essence, and coloring How were the officials in Surat able to detect and seize the adulterated ghee operation in the Sachin GIDC area? Officials in Surat have seized 2,029 kilograms of adulterated ghee and arrested two men after raid..."
director of the northern,yake,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,other_candidate,drop,outside ghee/adulteration domain,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,"...t action was conducted by Central Food Safety Officers (CFSOs) under the guidance of Devesh Kumar Mahla, IPS, Director of the Northern Regional Office (NRO), FSSAI, in collaboration with local police authorities. Commenting on the operation, Ma..."
samples sent,phrase_frequency,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,enforcement/evidence,drop,weak domain term below threshold,7,"Fake ghee racket exposed in Surat:  Accused used syringes to turn 1kg ghee into 15kg toxic mix, sold it as branded product - Surat News",https://www.bhaskarenglish.in/local/gujarat/surat/news/surat-fake-ghee-racket-exposed-sabka-foods-vidur-ghee-137710503.html,"...and equipment and have undertaken an investigation to trace the 'white collar' traders involved in this scam. Samples sent to laboratory During the raid, Senior Food Safety Officers Tushar Nagar and Chetankumar Parmar from the city..."
seized during a raid,yake,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,enforcement/evidence,drop,weak domain term below threshold,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...ional image Around 18,000 litres of suspected adulterated ghee (clarified butter) and yellow food colour were seized during a raid in Rajasthan’s Udaipur, officials said on Saturday. Acting on complaints related to food adulteration and pro..."
surat seized,phrase_frequency,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,enforcement/evidence,drop,weak domain term below threshold,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...d to replicate the smell of cow ghee. Show Quick Read Summary is AI-generated, newsroom-reviewed Officials in Surat seized 2,029 kg of adulterated ghee and arrested two men during a raid The operation was part of “Operation Shuddhi”..."
team from the food,yake,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,other_candidate,drop,non-ghee food context without ghee/adulterant signal,4,"Major crackdown on adulterated ghee and oil in Pokaran; over 14,000kg seized",https://timesofindia.indiatimes.com/city/jaipur/major-crackdown-on-adulterated-ghee-and-oil-in-pokaran-over-14000kg-seized/articleshow/131486941.cms,"...ing described as the largest crackdown on the fake ghee and oil trade in Jaisalmer district so far. A special team from the Food Safety Department headquarters in Jaipur conducted a surprise raid at a residential property in Lodha Colony,..."
team of the food,yake,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,other_candidate,drop,non-ghee food context without ghee/adulterant signal,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...aid on Saturday. Acting on complaints related to food adulteration and product quality, a central enforcement team of the Food Safety Commissionerate carried out joint inspections at two locations in the district. Food Safety Commission..."
